"scientific_name","common_name","stock_name","stock_area","overfishing","overfished","assessment_level","last_assessment","catch_gap","abundance_gap","LH_gap","comp_gap","eco_gap","Complexity.in.Reproductive.Strategy","Habitat.Specificity","Prey.Specificity","Exposure","Sensitivity","tmax","tm","rho","Fmsy_over_M","MASPS","margsd","Loo","K","M","r","status","tmax2","margsd2","rho2","Fmsy_over_M2","status2","avg_p_score","avg_s_score","score"
"Scarus _ coelestinus","Midnight parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ coeruleus","Blue parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ dubius","Regal parrotfish","Regal parrotfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ guacamaia","Rainbow parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ iseri","Striped parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,1,3,3,3,2,3,1,1,1,2,2.21428571428571,1.69230769230769,1.9532967032967
"Scarus _ psittacus","Palenose parrotfish","Palenose parrotfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,3,3,1,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.42857142857143,1.61538461538462,2.02197802197802
"Scarus _ rubroviolaceus","Redlip parrotfish","Redlip parrotfish - Guam","Guam","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,2,2,3,1,1,2,1,1,3,2,2,2,2,1,1,1,2,2.14285714285714,1.69230769230769,1.91758241758242
"Scarus _ rubroviolaceus","Redlip parrotfish","Redlip parrotfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,3,3,3,1,2,2,3,1,1,2,1,1,3,2,2,2,2,1,1,1,2,2.14285714285714,1.61538461538462,1.87912087912088
"Scarus _ taeniopterus","Princess parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.85714285714286,1.69230769230769,1.77472527472527
"Scarus _ vetula","Queen parrotfish","Caribbean Parrotfishes Complex","","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,3,2,2,2,2,1,1,1,2,1.92857142857143,1.69230769230769,1.81043956043956
"Scomber _ japonicus","Pacific chub mackerel","Pacific chub mackerel - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,0,3,2,3,1,2,2,2,2,2,3,2,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.35714285714286,1.69230769230769,2.02472527472527
"Scomber _ scombrus","Atlantic mackerel","Atlantic mackerel - Gulf of Maine / Cape Hatteras","Gulf of Maine / Cape Hatteras","Yes","Yes",2,3,1,3,3,3,3,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,1,2,1,1,1,1,1.85714285714286,1.92307692307692,1.89010989010989
"Scomberomorus _ cavalla","King mackerel","King mackerel - Gulf of Mexico","Gulf of Mexico","No","No",2,3,0,3,3,3,3,3,3,3,1,3,2,1,2,2,1,3,2,2,2,1,3,2,3,2,2,3,2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ cavalla","King mackerel","King mackerel - Southern Atlantic Coast","Southern Atlantic Coast","No","No",2,3,1,3,3,2,3,3,3,3,1,3,2,1,2,2,1,3,2,2,2,1,3,2,3,2,2,3,2.21428571428571,2.30769230769231,2.26098901098901
"Scomberomorus _ maculatus","Spanish mackerel","Spanish mackerel - Gulf of Mexico","Gulf of Mexico","No","No",2,1,0,3,3,3,2,3,3,3,1,3,2,2,2,2,1,3,2,3,3,2,3,2,3,2,2,3,2.5,2.07692307692308,2.28846153846154
"Scomberomorus _ maculatus","Spanish mackerel","Spanish mackerel - Southern Atlantic Coast","Southern Atlantic Coast","No","No",2,1,1,3,2,2,2,3,3,3,1,3,2,2,2,2,1,3,2,3,3,2,3,2,3,2,2,3,2.5,2,2.25
"Scophthalmus _ aquosus","Windowpane","Windowpane - Gulf of Maine / Georges Bank","Gulf of Maine / Georges Bank","Unknown","Unknown",2,3,2,3,3,3,2,3,3,3,1,2,2,2,1,1,3,2,1,3,3,3,2,2,2,1,1,2,2.42857142857143,2,2.21428571428571
"Scophthalmus _ aquosus","Windowpane","Windowpane - Southern New England / Mid-Atlantic","Southern New England / Mid-Atlantic","Unknown","Unknown",2,3,3,3,3,3,2,3,3,3,1,2,2,2,1,1,3,2,1,3,3,3,2,2,2,1,1,2,2.42857142857143,2.07692307692308,2.25274725274725
"Scorpaena _ guttata","California scorpionfish","California scorpionfish - Southern California","Southern California","No","No",2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,2,2,2,3,2,3,3,1,3,2.07142857142857,2.23076923076923,2.1510989010989
"Scorpaenichthys _ marmoratus","Cabezon","Cabezon - California","California","No","No",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,3,2,2,2,1,3,2.07142857142857,2.07692307692308,2.07417582417582
"Scorpaenichthys _ marmoratus","Cabezon","Cabezon - Northern California","Northern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon","Cabezon - Oregon","Oregon","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon","Cabezon - Southern California","Southern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.92307692307692,1.99725274725275
"Scorpaenichthys _ marmoratus","Cabezon","Cabezon - Washington","Washington","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,2,2,1,2,2.07142857142857,1.84615384615385,1.95879120879121
"Sebastes _ aleutianus","Rougheye rockfish","Aleutian Islands Blackspotted and Rougheye rockfish Complex","Aleutian Islands","Unknown","Unknown",2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex","Eastern Bering Sea","Unknown","Unknown",1,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ aleutianus","Rougheye rockfish","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish","Pacific Coast Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish","Rougheye rockfish - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ aleutianus","Rougheye rockfish","Rougheye rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",1,2,2,2,2,2,2,2,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.35714285714286,1.76923076923077,1.56318681318681
"Sebastes _ alutus","Pacific ocean perch","Pacific ocean perch - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","No","No",2,3,0,3,3,3,3,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ alutus","Pacific ocean perch","Pacific ocean perch - Gulf of Alaska","Gulf of Alaska","No","No",2,3,0,3,3,3,2,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1.35714285714286,2.07692307692308,1.71703296703297
"Sebastes _ alutus","Pacific ocean perch","Pacific ocean perch - Pacific Coast","Pacific Coast","No","No",2,2,1,3,3,3,3,2,2,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1.35714285714286,2.15384615384615,1.75549450549451
"Sebastes _ auriculatus","Brown rockfish","Brown rockfish - Pacific Coast","Pacific Coast","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Aurora rockfish","Aurora rockfish - Pacific Coast","Pacific Coast","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ aurora","Aurora rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ babcocki","Redbanded rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ borealis","Shortraker rockfish","Shortraker rockfish - Bering Sea / Aleutian Islands","Bering Sea / Aleutian Islands","Unknown","Unknown",2,3,3,3,2,1,1,2,2,3,1,2,1,1,3,1,1,2,2,1,1,1,2,1,2,3,1,2,1.57142857142857,2.07692307692308,1.82417582417582
"Sebastes _ borealis","Shortraker rockfish","Shortraker rockfish - Gulf of Alaska","Gulf of Alaska","No","Unknown",2,3,1,3,2,3,3,2,2,3,1,2,1,1,3,1,1,2,2,1,1,1,2,1,2,3,1,2,1.57142857142857,2.23076923076923,1.9010989010989
"Sebastes _ brevispinis","Silvergray rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ carnatus","Gopher rockfish","Northern California Gopher / Black-and-Yellow Rockfish Complex","Northern California","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ caurinus","Copper rockfish","Copper rockfish - Northern California","Northern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish","Copper rockfish - Oregon","Oregon","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish","Copper rockfish - Southern California","Southern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish","Copper rockfish - Washington","Washington","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ caurinus","Copper rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ chlorostictus","Greenspotted rockfish","Greenspotted rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ chrysomelas","Black-and-yellow rockfish","Northern California Gopher / Black-and-Yellow Rockfish Complex","Northern California","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crameri","Darkblotched rockfish","Darkblotched rockfish - Pacific Coast","Pacific Coast","No","No",2,3,0,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1.28571428571429,2.30769230769231,1.7967032967033
"Sebastes _ crameri","Darkblotched rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Sunset rockfish","Vermilion and Sunset Rockfish Complex - Southern California","Southern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ crocotulus","Sunset rockfish","Vermilion and Sunset rockfish Complex - Northern California","Northern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diaconus","Deacon rockfish","California Blue and Deacon Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ diaconus","Deacon rockfish","Oregon Blue and Deacon Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ diploproa","Splitnose rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ diploproa","Splitnose rockfish","Splitnose rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,1,0,3,3,3,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,2,1.64285714285714
"Sebastes _ elongatus","Greenstriped rockfish","Greenstriped rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ elongatus","Greenstriped rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ entomelas","Widow rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ entomelas","Widow rockfish","Widow rockfish - Pacific Coast","Pacific Coast","No","No",2,2,1,3,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1.28571428571429,2.15384615384615,1.71978021978022
"Sebastes _ fasciatus","Acadian redfish","Acadian redfish - Gulf of Maine / Georges Bank","Gulf of Maine / Georges Bank","No","No",2,3,1,3,3,3,3,2,2,2,2,2,2,1,3,1,2,2,1,1,1,2,3,2,2,3,1,3,1.71428571428571,2.53846153846154,2.12637362637363
"Sebastes _ flavidus","Yellowtail rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ flavidus","Yellowtail rockfish","Yellowtail rockfish - Northern Pacific Coast","Northern Pacific Coast","No","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1.28571428571429,2.07692307692308,1.68131868131868
"Sebastes _ flavidus","Yellowtail rockfish","Yellowtail rockfish - Southern Pacific Coast","Southern Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ goodei","Chilipepper","Chilipepper - Southern Pacific Coast","Southern Pacific Coast","No","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,3,1.35714285714286,2,1.67857142857143
"Sebastes _ goodei","Chilipepper","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1.35714285714286,1.84615384615385,1.60164835164835
"Sebastes _ helvomaculatus","Rosethorn rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ hopkinsi","Squarespot rockfish","Squarespot rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1.57142857142857,1.92307692307692,1.74725274725275
"Sebastes _ jordani","Shortbelly rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1.5,1.76923076923077,1.63461538461538
"Sebastes _ jordani","Shortbelly rockfish","Shortbelly rockfish - Pacific Coast","Pacific Coast","Unknown","Unknown",2,1,0,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1.5,1.84615384615385,1.67307692307692
"Sebastes _ levis","Cowcod","Cowcod - Southern California","Southern California","No","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,3,1,2,2,1,3,1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ maliger","Quillback rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish","Quillback rockfish - California","California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish","Quillback rockfish - Oregon","Oregon","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ maliger","Quillback rockfish","Quillback rockfish - Washington","Washington","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanops","Black rockfish","Black rockfish - California","California","No","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,3,1,2,2,1,3,1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanops","Black rockfish","Black rockfish - Northern Pacific Coast","Northern Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish","Black rockfish - Oregon","Oregon","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish","Black rockfish - Southern Pacific Coast","Southern Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanops","Black rockfish","Black rockfish - Washington","Washington","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Sebastes _ melanostictus","Blackspotted rockfish","Aleutian Islands Blackspotted and Rougheye rockfish Complex","Aleutian Islands","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Blackspotted rockfish","Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Blackspotted rockfish","Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex","Eastern Bering Sea","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.84615384615385,1.56593406593407
"Sebastes _ melanostictus","Blackspotted rockfish","Gulf of Alaska Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostictus","Blackspotted rockfish","Pacific Coast Blackspotted and Rougheye Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ melanostomus","Blackgill rockfish","Blackgill rockfish - Southern California","Southern California","Unknown","No",2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,1,1,2,1,2,3,1,2,1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ melanostomus","Blackgill rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,1,1,2,1,2,3,1,2,1.42857142857143,2.07692307692308,1.75274725274725
"Sebastes _ miniatus","Vermilion rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish","Vermilion and Sunset Rockfish Complex - Southern California","Southern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish","Vermilion and Sunset rockfish Complex - Northern California","Northern California","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish","Vermilion rockfish - Oregon","Oregon","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ miniatus","Vermilion rockfish","Vermilion rockfish - Washington","Washington","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ mystinus","Blue rockfish","Blue rockfish - Southern California","Southern California","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1.5,1.84615384615385,1.67307692307692
"Sebastes _ mystinus","Blue rockfish","California Blue and Deacon Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ mystinus","Blue rockfish","Oregon Blue and Deacon Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1.5,1.92307692307692,1.71153846153846
"Sebastes _ nebulosus","China rockfish","China rockfish - Central Pacific Coast","Central Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish","China rockfish - Northern Pacific Coast","Northern Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish","China rockfish - Southern Pacific Coast","Southern Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nebulosus","China rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
"Sebastes _ nigrocinctus","Tiger rockfish","Gulf of Alaska Other Rockfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1.28571428571429,1.92307692307692,1.6043956043956
