Stock.Name,Jurisdiction,FMP,Science.Center,Regional.Ecosystem,Common.Name,Stock.Area,Assessment.Level,Model.Category,F.Flimit,F.Fmsy,B.Blimit,B.Bmsy,Genus,Species,overfishing,overfished,scientific_name,Mean.Gap,Exposure,Sensitivity,Loo,tmax,tm,M,h,r,Fmsy_over_M,Assessment.Level_scored,Model.Category_scored,status,scored_gap,avg_p_score,avg_s_score,distance,family,phylopic_uuid
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Greenstriped rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,elongatus,Unknown,Unknown,Sebastes elongatus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Harlequin rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,variegatus,Unknown,Unknown,Sebastes variegatus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,polyspinis,Unknown,Unknown,Sebastes polyspinis,NA,NA,NA,3,1,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Pygmy rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,wilsoni,Unknown,Unknown,Sebastes wilsoni,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Redbanded rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,babcocki,Unknown,Unknown,Sebastes babcocki,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Redstripe rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,proriger,Unknown,Unknown,Sebastes proriger,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Sharpchin rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,zacentrus,Unknown,Unknown,Sebastes zacentrus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Shortbelly rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,jordani,Unknown,Unknown,Sebastes jordani,NA,NA,NA,3,2,1,1,2,1,3,NA,3,NA,NA,1.666666667,3,2.40370085,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Silvergray rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,brevispinis,Unknown,Unknown,Sebastes brevispinis,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Splitnose rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,diploproa,Unknown,Unknown,Sebastes diploproa,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Stripetail rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,saxicola,Unknown,Unknown,Sebastes saxicola,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Vermilion rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,miniatus,Unknown,Unknown,Sebastes miniatus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Yellowmouth rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,reedi,Unknown,Unknown,Sebastes reedi,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Yellowtail rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,flavidus,Unknown,Unknown,Sebastes flavidus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Canary rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,pinniger,Unknown,Unknown,Sebastes pinniger,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,China rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,nebulosus,Unknown,Unknown,Sebastes nebulosus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Copper rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,caurinus,Unknown,Unknown,Sebastes caurinus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Quillback rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,maliger,Unknown,Unknown,Sebastes maliger,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rosethorn rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,helvomaculatus,Unknown,Unknown,Sebastes helvomaculatus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Tiger rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,nigrocinctus,Unknown,Unknown,Sebastes nigrocinctus,NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Other Rockfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Yelloweye rockfish,,NA,2,0.241999999,0.241999999,NA,NA,Sebastes,ruberrimus,Unknown,Unknown,Sebastes ruberrimus,NA,NA,NA,2,1,1,1,2,1,3,NA,3,NA,NA,1.333333333,3,2.603416559,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Gulf of Alaska Sculpin Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Great sculpin,,NA,2,0.108999997,0.108999997,NA,NA,Myoxocephalus,polyacanthocephalus,Unknown,Unknown,Myoxocephalus polyacanthocephalus,NA,NA,NA,2,2,1,2,3,2,3,NA,3,NA,NA,2,3,2.236067977,Cottidae,d5217539-487c-45ce-be0a-522d448e6796
Gulf of Alaska Sculpin Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Bigmouth sculpin,,NA,2,0.108999997,0.108999997,NA,NA,Hemitripterus,bolini,Unknown,Unknown,Hemitripterus bolini,NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.833333333,3,2.00693243,Hemitripteridae,89c55dac-4e73-4cea-bf57-9b561b3f3322
Gulf of Alaska Sculpin Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Plain sculpin,,NA,2,0.108999997,0.108999997,NA,NA,Myoxocephalus,jaok,Unknown,Unknown,Myoxocephalus jaok,NA,1,2,2,2,1,2,3,2,3,NA,3,NA,NA,2,2.333333333,1.666666667,Cottidae,d5217539-487c-45ce-be0a-522d448e6796
Gulf of Alaska Shallow Water Flatfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Starry flounder,,4,NA,0.045000002,0.045000002,NA,2.319999933,Platichthys,stellatus,Unknown,Unknown,Platichthys stellatus,NA,1,3,3,2,2,2,3,2,3,1,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,1ca7e4f6-59f0-4dc8-93fa-81bcfd786423
Gulf of Alaska Shallow Water Flatfish Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Alaska plaice,,4,NA,0.045000002,0.045000002,NA,2.319999933,Pleuronectes,quadrituberculatus,Unknown,Unknown,Pleuronectes quadrituberculatus,NA,1,3,3,1,1,1,3,2,3,1,1,NA,NA,2,1.666666667,1.201850425,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Gulf of Alaska Shark Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Pacific sleeper shark,,NA,2,0.398999989,0.398999989,NA,NA,Somniosus,pacificus,Unknown,Unknown,Somniosus pacificus,NA,1,3,2,2,1,1,1,1,1,NA,3,NA,NA,1.571428571,1.666666667,1.576470986,Somniosidae,50f67ea6-a922-4ede-a054-af9632cff470
Gulf of Alaska Shark Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Salmon shark,,NA,2,0.398999989,0.398999989,NA,NA,Lamna,ditropis,Unknown,Unknown,Lamna ditropis,NA,1,3,1,2,1,1,1,1,1,NA,3,NA,NA,1.428571429,1.666666667,1.706995079,Lamnidae,acbadb56-3f1a-4d4c-8924-a824251711ef
Gulf of Alaska Skate Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Aleutian skate,,NA,2,0.899999976,0.899999976,NA,NA,Bathyraja,aleutica,Unknown,Unknown,Bathyraja aleutica,NA,NA,NA,2,2,1,1,2,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Gulf of Alaska Skate Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Bering skate,,NA,2,0.899999976,0.899999976,NA,NA,Bathyraja,interrupta,Unknown,Unknown,Bathyraja interrupta,NA,NA,NA,3,2,1,2,2,2,2,NA,3,NA,NA,2,2.5,1.802775638,Arhynchobatidae,8d9410d3-8b41-4c4b-ad27-1bf8dd606e47
Gulf of Alaska Skate Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Longnose skate,,NA,2,0.899999976,0.899999976,NA,NA,Raja,rhina,Unknown,Unknown,Raja rhina,NA,NA,NA,2,2,1,2,1,1,1,NA,3,NA,NA,1.5,2,1.802775638,Rajidae,99c4dce9-a6dd-44da-8311-59397d03df1b
Gulf of Alaska Skate Complex,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Roughshoulder skate,,NA,2,0.899999976,0.899999976,NA,NA,Amblyraja,badia,Unknown,Unknown,Amblyraja badia,NA,NA,NA,2,2,1,2,1,1,2,NA,3,NA,NA,1.5,2.5,2.121320344,Rajidae,0596f8ce-e9a5-4481-9982-ad7599fc2cba
Northern California Gopher / Black-and-Yellow Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Black-and-yellow rockfish,Northern California,NA,6,0.796000004,0.796000004,3.502000093,2.188999891,Sebastes,chrysomelas,Unknown,No,Sebastes chrysomelas,NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Northern Mariana Islands Bottomfish Multi-species Complex,WPFMC,Mariana Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Bluestripe snapper,,3,3,0.790000021,0.790000021,1.424999952,1.080000043,Lutjanus,kasmira,Unknown,Unknown,Lutjanus kasmira,3,1,3,3,2,2,2,2,2,3,2,2,NA,3,2.285714286,2.25,1.439688884,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Pacific Coast Blackspotted and Rougheye Rockfish Complex,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Rougheye rockfish,,NA,6,1.016000032,1.016000032,4.322000027,2.700999975,Sebastes,aleutianus,Unknown,Unknown,Sebastes aleutianus,NA,1,2,3,1,1,1,2,1,3,NA,1,NA,NA,1.571428571,1.666666667,1.576470986,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish and Sunset rockfish Complex - Northern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Sunset rockfish,Northern California,NA,6,0.99000001,0.99000001,1.710999966,1.067999959,Sebastes,predictive,Unknown,Unknown,Sebastes crocotulus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Vermilion rockfish and Sunset rockfish Complex - Southern California,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Sunset rockfish,Southern California,NA,6,0.745999992,0.745999992,1.927000046,1.205000043,Sebastes,predictive,Unknown,Unknown,Sebastes crocotulus,NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.802775638,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Blue marlin - Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Blue marlin,Atlantic,NA,6,NA,NA,NA,NA,Makaira,nigricans,Unknown,Unknown,Makaira nigricans,1.5,NA,NA,1,2,2,2,1,1,1,NA,1,NA,1,1.5,1,1.5,Istiophoridae,495d8372-dc7a-44b6-b8e4-3b462672d71f
Yellowedge grouper - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Yellowedge grouper,Gulf of Mexico,NA,6,0.769999981,0.769999981,2.323999882,1.743000031,Hyporthodus,flavolimbatus,Unknown,Unknown,Hyporthodus flavolimbatus,0.75,2,2,2,2,1,2,3,2,3,NA,1,NA,1,2,1.75,1.25,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
Tilefish - Mid-Atlantic Coast,MAFMC,Tilefish,NEFSC,Northeast Shelf,Tilefish,Mid-Atlantic Coast,NA,6,1.22300005,1.22300005,1.164999962,0.582000017,Lopholatilus,chamaeleonticeps,No,No,Lopholatilus chamaeleonticeps,2,1,2,2,1,1,1,3,2,3,NA,1,1,2,1.714285714,1.6,1.418823888,Malacanthidae,NA
Pacific sardine - Northern Subpopulation,PFMC,Coastal Pelagic Species,SWFSC,California Current,Pacific sardine,Northern Subpopulation,4,6,NA,NA,1.169999957,NA,Sardinops,sagax,Unknown,Unknown,Sardinops sagax,0,NA,NA,3,2,2,2,2,2,3,1,1,NA,1,2.166666667,1.666666667,1.067187373,Clupeidae,0b89df58-7eae-40c5-9676-d35e3449afb2
Sailfish - Western Atlantic,Atlantic HMS,Consolidated Atlantic Highly Migratory Species,SEFSC,Atlantic Highly Migratory,Sailfish,Western Atlantic,NA,3,NA,0.589999974,NA,0.959999979,Istiophorus,platypterus,Unknown,Unknown,Istiophorus platypterus,1,NA,NA,1,3,3,3,1,2,1,NA,2,NA,1,2.166666667,1.333333333,0.897527468,Istiophoridae,495d8372-dc7a-44b6-b8e4-3b462672d71f
Gag - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Gag,Gulf of Mexico,5,6,2.78399992,2.78399992,0.136000007,0.068000004,Mycteroperca,microlepis,Yes,Yes,Mycteroperca microlepis,1.5,NA,NA,2,2,1,2,3,2,3,1,1,3,1,2,2,1.414213562,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
Vermilion snapper - Gulf of Mexico,GMFMC,Reef Fish Resources of the Gulf of Mexico,SEFSC,Gulf of Mexico,Vermilion snapper,Gulf of Mexico,4,6,0.555999994,0.555999994,3.496000051,1.748000026,Rhomboplites,aurorubens,No,No,Rhomboplites aurorubens,0.75,2,3,2,2,2,2,3,2,3,1,1,1,1,2.285714286,1.6,0.932847298,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Arrowtooth flounder - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Arrowtooth flounder,Bering Sea / Aleutian Islands,NA,6,0.090999998,0.092,NA,2.582999945,Atheresthes,stomias,No,No,Atheresthes stomias,NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.118033989,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Atka mackerel - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Atka mackerel,Bering Sea / Aleutian Islands,NA,6,0.493999988,0.493999988,NA,1.402999997,Pleurogrammus,monopterygius,No,No,Pleurogrammus monopterygius,NA,NA,NA,3,2,2,3,2,2,2,NA,1,1,NA,2.333333333,1.333333333,0.745355992,Hexagrammidae,96273a43-84d7-477a-9132-0c3f01565a57
Kamchatka flounder - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Kamchatka flounder,Bering Sea / Aleutian Islands,NA,6,0.595000029,0.727999985,NA,1.503999949,Atheresthes,evermanni,No,No,Atheresthes evermanni,NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.118033989,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Northern rock sole - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Northern rock sole,Bering Sea / Aleutian Islands,NA,6,0.134000003,0.305999994,NA,1.611999989,Lepidopsetta,polyxystra,Unknown,Unknown,Lepidopsetta polyxystra,NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Yellowfin sole - Bering Sea / Aleutian Islands,NPFMC,Groundfish of the Bering Sea and Aleutian Islands Management Area,AFSC,Alaska Ecosystem Complex,Yellowfin sole,Bering Sea / Aleutian Islands,NA,6,0.702000022,0.702000022,NA,1.699000001,Limanda,aspera,No,No,Limanda aspera,NA,1,3,3,2,1,1,3,2,3,NA,1,1,NA,2.142857143,1.5,0.992317428,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Arrowtooth flounder - Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Arrowtooth flounder,Gulf of Alaska,NA,6,0.061999999,0.061999999,NA,2.049999952,Atheresthes,stomias,No,No,Atheresthes stomias,NA,1,3,2,2,1,1,3,2,3,NA,1,1,NA,2,1.5,1.118033989,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Northern rock sole - Central Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rock sole,Central Gulf of Alaska,NA,6,0.308999985,0.308999985,NA,1.437999964,Lepidopsetta,polyxystra,Unknown,Unknown,Lepidopsetta polyxystra,NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Northern rock sole - Western Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Northern rock sole,Western Gulf of Alaska,NA,6,0.005,0.005,NA,2.397000074,Lepidopsetta,polyxystra,Unknown,Unknown,Lepidopsetta polyxystra,NA,1,3,3,2,2,2,3,2,3,NA,1,NA,NA,2.428571429,1.666666667,0.878051853,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Rock sole - Central Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rock sole,Central Gulf of Alaska,NA,6,0.086999997,0.086999997,NA,1.860999942,Lepidopsetta,bilineata,Unknown,Unknown,Lepidopsetta bilineata,NA,NA,NA,3,2,1,1,3,2,3,NA,1,NA,NA,2,2,1.414213562,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Rock sole - Western Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,AFSC,Alaska Ecosystem Complex,Rock sole,Western Gulf of Alaska,NA,6,0.005,0.005,NA,2.190999985,Lepidopsetta,bilineata,Unknown,Unknown,Lepidopsetta bilineata,NA,NA,NA,3,2,1,1,3,2,3,NA,1,NA,NA,2,2,1.414213562,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Petrale sole - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Petrale sole,Pacific Coast,NA,6,0.939999998,0.939999998,2.65199995,1.348999977,Eopsetta,jordani,No,No,Eopsetta jordani,0.5,NA,NA,2,2,1,2,3,2,3,NA,1,1,1,2,1.5,1.118033989,Pleuronectidae,4c2220b9-68a8-4594-8dd8-229643e11c84
Shortspine thornyhead - Pacific Coast,PFMC,Pacific Coast Groundfish,NWFSC / SWFSC,California Current,Shortspine thornyhead,Pacific Coast,NA,6,0.879999995,0.879999995,1.574000001,0.984000027,Sebastolobus,alascanus,No,No,Sebastolobus alascanus,0.75,1,3,2,1,1,1,3,1,3,NA,1,1,1,1.714285714,1.4,1.346499619,Scorpaenidae,590dd989-103a-4b22-8788-81471386d860
Scamp - Southern Atlantic Coast,SAFMC,Snapper-Grouper Fishery of the South Atlantic Region,SEFSC,Southeast Shelf,Scamp,Southern Atlantic Coast,NA,6,0.907000005,0.906000018,0.361999989,0.193000004,Mycteroperca,phenax,No,Unknown,Mycteroperca phenax,1.5,NA,NA,2,2,1,2,3,2,3,NA,1,2,1,2,1.75,1.25,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
Black jack - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Black jack,American Samoa,NA,6,0.015,0.015,4.333000183,2.811000109,Caranx,lugubris,Unknown,Unknown,Caranx lugubris,NA,NA,NA,2,2,2,3,3,3,3,NA,1,NA,NA,2.5,2,1.118033989,Carangidae,0eb09006-b566-4cf4-8767-ffab6f4ecfc1
Flame snapper - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Flame snapper,American Samoa,NA,6,0.057,0.057,1.70599997,1.536000013,Etelis,coruscans,Unknown,Unknown,Etelis coruscans,NA,NA,NA,2,2,1,1,2,2,3,NA,1,NA,NA,1.666666667,2,1.666666667,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Golden eye jobfish - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Golden eye jobfish,American Samoa,NA,6,0.004,0.004,3.302000046,2.664000034,Pristipomoides,flavipinnis,Unknown,Unknown,Pristipomoides flavipinnis,NA,1,3,3,3,3,3,3,3,3,NA,1,NA,NA,3,1.666666667,0.666666667,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Green jobfish - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Green jobfish,American Samoa,NA,6,0.046,0.046,1.703999996,1.396999955,Aprion,virescens,Unknown,Unknown,Aprion virescens,NA,1,3,2,3,2,3,3,3,3,NA,1,NA,NA,2.714285714,1.666666667,0.725311724,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Oblique-banded snapper - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Oblique-banded snapper,American Samoa,NA,6,0.005,0.005,3.295000076,2.71600008,Pristipomoides,zonatus,Unknown,Unknown,Pristipomoides zonatus,NA,1,3,3,2,2,3,3,3,3,NA,1,NA,NA,2.714285714,1.666666667,0.725311724,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Rusty jobfish - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Rusty jobfish,American Samoa,NA,6,0.007,0.007,3.086999893,2.530999899,Aphareus,rutilans,Unknown,Unknown,Aphareus rutilans,NA,1,3,2,2,1,2,3,2,3,NA,1,NA,NA,2.142857143,1.666666667,1.085881357,Lutjanidae,107de00e-8571-4caf-b7dc-16476796dfee
Spotcheek emperor - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Spotcheek emperor,American Samoa,NA,6,0.022,0.022,3.438999891,2.198999882,Lethrinus,rubrioperculatus,Unknown,Unknown,Lethrinus rubrioperculatus,NA,NA,NA,3,2,2,2,2,2,3,NA,1,NA,NA,2.166666667,2,1.301708279,Lethrinidae,NA
Yellow-edged lyretail - American Samoa,WPFMC,American Samoa Archipelago Ecosystem,PIFSC,Pacific Islands Ecosystem Complex,Yellow-edged lyretail,American Samoa,NA,6,0.007,0.007,4.176000118,2.661999941,Variola,louti,Unknown,Unknown,Variola louti,NA,NA,NA,2,2,1,3,3,3,3,NA,1,NA,NA,2.333333333,2,1.201850425,Serranidae,831e700e-8c3a-4505-8e98-4deb75b36fdc
