"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance"
"Pacific grenadier - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Pacific grenadier","Pacific Coast",2,NA,0.266000003,NA,NA,NA,"Coryphaenoides","acrolepis","Unknown","Unknown","Coryphaenoides _ acrolepis",NA,NA,NA,2,1,1,1,1,1,1,3,3,NA,NA,1.16666666666667,2,2.08832734769028
"Rougheye rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Rougheye rockfish","Pacific Coast",2,NA,1.325999975,NA,NA,NA,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",NA,1,2,3,1,1,1,2,1,3,3,3,NA,NA,1.57142857142857,2.33333333333333,1.95412233606507
"Striped marlin - Eastern Pacific","PFMC","U.S. West Coast Fisheries for Highly Migratory Species / Pelagic Fisheries of the Western Pacific Region","SWFSC","Pacific Highly Migratory","Striped marlin","Eastern Pacific",4,NA,0.358999997,0.358999997,NA,1.194000006,"Kajikia","audax","Unknown","Unknown","Kajikia _ audax",0.5,1,3,1,2,2,3,1,2,1,1,1,NA,1,2,1,1
"Scalloped hammerhead - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Scalloped hammerhead","Atlantic",3,NA,1.289999962,1.289999962,NA,0.449999988,"Sphyrna","lewini","Unknown","Unknown","Sphyrna _ lewini",NA,1,3,1,1,1,1,1,1,1,2,2,NA,NA,1.28571428571429,1.33333333333333,1.74639245913259
"Cabezon - California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Cabezon","California",4,NA,0.455000013,0.455000013,1.870000005,1.20599997,"Scorpaenichthys","marmoratus","No","No","Scorpaenichthys _ marmoratus",NA,NA,NA,3,2,2,2,3,3,3,1,1,1,NA,2.5,1.66666666666667,0.833333333333333
"Greenstriped rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Greenstriped rockfish","Pacific Coast",4,NA,0.016000001,0.016000001,3.236000061,2.023000002,"Sebastes","elongatus","Unknown","Unknown","Sebastes _ elongatus",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"Splitnose rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Splitnose rockfish","Pacific Coast",4,NA,0.129999995,0.129999995,2.621999979,1.639000058,"Sebastes","diploproa","Unknown","Unknown","Sebastes _ diploproa",0,NA,NA,3,1,1,1,2,1,3,1,1,NA,1,1.5,1.66666666666667,1.64147630029935
"Finetooth shark - Atlantic","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Finetooth shark","Atlantic",3,NA,0.100000001,0.100000001,1.700999975,1.299999952,"Carcharhinus","isodon","Unknown","Unknown","Carcharhinus _ isodon",NA,2,3,2,2,1,2,1,1,1,2,2,NA,NA,1.71428571428571,1.66666666666667,1.44827679292815
"Rougheye rockfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rougheye rockfish","Gulf of Alaska",4,NA,0.296999991,0.296999991,NA,1.60800004,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",NA,1,2,3,1,1,1,2,1,3,1,1,NA,NA,1.57142857142857,1.66666666666667,1.57647098640446
"Black rockfish - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Northern Pacific Coast",4,NA,0.698000014,0.698000014,2.207999945,1.379999995,"Sebastes","melanops","Unknown","Unknown","Sebastes _ melanops",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"Black rockfish - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Black rockfish","Southern Pacific Coast",4,NA,0.469999999,0.469999999,2.819000006,1.761999965,"Sebastes","melanops","Unknown","Unknown","Sebastes _ melanops",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"Shortbelly rockfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Shortbelly rockfish","Pacific Coast",4,NA,0,0,2.667000055,1.667000055,"Sebastes","jordani","Unknown","Unknown","Sebastes _ jordani",0.25,NA,NA,3,2,1,1,2,1,3,1,1,NA,1,1.66666666666667,1.66666666666667,1.49071198499986
"Starry flounder - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Starry flounder","Pacific Coast",4,NA,NA,NA,1.991999984,1.246000051,"Platichthys","stellatus","Unknown","Unknown","Platichthys _ stellatus",0,1,3,3,2,2,2,3,2,3,1,1,NA,1,2.42857142857143,1.5,0.759296129481047
"Aleutian Islands Blackspotted and Rougheye rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Rougheye rockfish","Aleutian Islands",4,NA,NA,NA,NA,1.110999942,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",NA,1,2,3,1,1,1,2,1,3,1,1,NA,NA,1.57142857142857,1.66666666666667,1.57647098640446
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Rusty jobfish","",3,3,2.75,1.399999976,0.537,0.379999995,"Aphareus","rutilans","Unknown","Unknown","Aphareus _ rutilans",3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.14285714285714,2.25,1.51564965528021
"Atlantic Small Coastal Shark Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Blacknose shark","",3,NA,0.25,0.25,2.349999905,1.690000057,"Carcharhinus","acronotus","Unknown","Unknown","Carcharhinus _ acronotus",NA,2,3,1,2,1,2,1,1,1,2,2,NA,NA,1.57142857142857,1.66666666666667,1.57647098640446
"Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Rougheye rockfish","",NA,6,0.524999976,0.524999976,NA,1.090999961,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",0.5,1,2,3,1,1,1,2,1,3,NA,1,NA,1,1.57142857142857,1.5,1.51354429288694
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Arctic flounder","",NA,2,0.166999996,0.166999996,NA,NA,"Liopsetta","glacialis","Unknown","Unknown","Liopsetta _ glacialis",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.16666666666667,3,2.16666666666667
"Bering Sea / Aleutian Islands Other Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Shortspine thornyhead","",NA,2,0.593999982,0.593999982,NA,NA,"Sebastolobus","alascanus","Unknown","Unknown","Sebastolobus _ alascanus",2,1,3,2,1,1,1,3,1,3,NA,3,NA,2,1.71428571428571,2.25,1.79319860151903
"Bering Sea / Aleutian Islands Other Skates Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Alaska skate","",NA,2,0.25,0.25,NA,NA,"Bathyraja","parmifera","Unknown","Unknown","Bathyraja _ parmifera",NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.71428571428571,2,1.62882203585591
"Bering Sea / Aleutian Islands Sculpin Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Bigmouth sculpin","",NA,2,0.086000003,0.086000003,NA,NA,"Hemitripterus","bolini","Unknown","Unknown","Hemitripterus _ bolini",NA,NA,NA,3,3,2,3,3,3,3,NA,3,NA,NA,2.83333333333333,3,2.00693242979872
"Bering Sea / Aleutian Islands Shark Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Pacific spiny dogfish","",0,NA,NA,NA,NA,NA,"Squalus","suckleyi","Unknown","Unknown","Squalus _ suckleyi",NA,NA,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,1.16666666666667,1,1.83333333333333
"Black grouper - Southern Atlantic Coast / Gulf of Mexico","SAFMC / GMFMC","Snapper-Grouper Fishery of the South Atlantic Region / Reef Fish Resources of the Gulf of Mexico","SEFSC","Southeast Shelf / Gulf of Mexico","Black grouper","",4,NA,0.5,0.5,1.618999958,1.399999976,"Mycteroperca","bonaci","Unknown","Unknown","Mycteroperca _ bonaci",1.5,2,2,2,2,1,2,2,2,3,1,1,NA,1,1.85714285714286,1.75,1.36697565778605
"California Blue and Deacon Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Blue rockfish","",NA,6,0.851999998,0.851999998,1.659000039,1.036999941,"Sebastes","mystinus","Unknown","Unknown","Sebastes _ mystinus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Caribbean Parrotfishes Complex","CFMC","Reef Fish Fishery of Puerto Rico and the U.S. Virgin Islands","SEFSC","Caribbean Sea","Blue parrotfish","",0,NA,NA,NA,NA,NA,"Scarus","coeruleus","Unknown","Unknown","Scarus _ coeruleus",NA,NA,NA,3,2,2,2,2,2,3,NA,NA,NA,NA,2.16666666666667,3,2.16666666666667
"Eastern Bering Sea Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Rougheye rockfish","Eastern Bering Sea",1,2,1.536999941,1.536999941,NA,NA,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",NA,1,2,3,1,1,1,2,1,3,NA,3,NA,NA,1.57142857142857,2.33333333333333,1.95412233606507
"Guam Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Rusty jobfish","",3,3,0.681999981,0.681999981,1.146999955,0.802999973,"Aphareus","rutilans","Unknown","Unknown","Aphareus _ rutilans",3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.14285714285714,2.25,1.51564965528021
"Gulf Smoothhound Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Smooth dogfish","",3,NA,NA,0.170000002,NA,1.766000032,"Mustelus","canis","Unknown","Unknown","Mustelus _ canis",0.5,NA,NA,2,2,1,2,1,1,1,2,2,NA,1,1.5,1.33333333333333,1.53659074288215
"Gulf of Alaska Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Rougheye rockfish","",NA,6,0.481000006,0.289000005,NA,1.730999947,"Sebastes","aleutianus","Unknown","Unknown","Sebastes _ aleutianus",0.25,1,2,3,1,1,1,2,1,3,NA,1,NA,1,1.57142857142857,1.5,1.51354429288694
"Gulf of Alaska Other Rockfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Aurora rockfish","",NA,2,0.241999999,0.241999999,NA,NA,"Sebastes","aurora","Unknown","Unknown","Sebastes _ aurora",NA,NA,NA,3,1,1,1,2,1,3,NA,3,NA,NA,1.5,3,2.5
"Gulf of Alaska Sculpin Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Yellow irish lord","",NA,2,0.108999997,0.108999997,NA,NA,"Hemilepidotus","jordani","Unknown","Unknown","Hemilepidotus _ jordani",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.06155281280883
"Gulf of Alaska Shallow Water Flatfish Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Northern rock sole","",4,NA,0.045000002,0.045000002,NA,2.319999933,"Lepidopsetta","polyxystra","Unknown","Unknown","Lepidopsetta _ polyxystra",NA,1,3,3,2,2,2,3,2,3,1,1,NA,NA,2.42857142857143,1.66666666666667,0.878051853075513
"Gulf of Alaska Shark Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Pacific spiny dogfish","",NA,2,0.398999989,0.398999989,NA,NA,"Squalus","suckleyi","Unknown","Unknown","Squalus _ suckleyi",NA,NA,NA,2,1,1,1,1,1,1,NA,3,NA,NA,1.16666666666667,2,2.08832734769028
"Gulf of Alaska Skate Complex","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","Alaska skate","",NA,2,0.899999976,0.899999976,NA,NA,"Bathyraja","parmifera","Unknown","Unknown","Bathyraja _ parmifera",NA,1,3,2,2,1,1,2,1,2,NA,3,NA,NA,1.71428571428571,2,1.62882203585591
"Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex","WPFMC","Hawaii Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Squirrelfish snapper","",3,3,0.356999993,0.356999993,1.975000024,1.713000059,"Etelis","carbunculus","Unknown","Unknown","Etelis _ carbunculus",3.5,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"Northern California Gopher / Black-and-Yellow Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Gopher rockfish","Northern California",NA,6,0.796000004,0.796000004,3.502000093,2.188999891,"Sebastes","carnatus","Unknown","No","Sebastes _ carnatus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,2,NA,1.5,2,1.80277563773199
"Northern Mariana Islands Bottomfish Multi-species Complex","WPFMC","Mariana Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Rusty jobfish","",3,3,0.790000021,0.790000021,1.424999952,1.080000043,"Aphareus","rutilans","Unknown","Unknown","Aphareus _ rutilans",3,1,3,2,2,1,2,3,2,3,2,2,NA,3,2.14285714285714,2.25,1.51564965528021
"Oregon Blue and Deacon Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Blue rockfish","",4,NA,0.345999986,0.345999986,2.743000031,1.713999987,"Sebastes","mystinus","Unknown","Unknown","Sebastes _ mystinus",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"Pacific Coast Blackspotted and Rougheye Rockfish Complex","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Blackspotted rockfish","",NA,6,1.016000032,1.016000032,4.322000027,2.700999975,"Sebastes","melanostictus","Unknown","Unknown","Sebastes _ melanostictus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Vermilion rockfish and Sunset rockfish Complex - Northern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Vermilion rockfish","Northern California",NA,6,0.99000001,0.99000001,1.710999966,1.067999959,"Sebastes","miniatus","Unknown","Unknown","Sebastes _ miniatus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Vermilion rockfish and Sunset rockfish Complex - Southern California","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Vermilion rockfish","Southern California",NA,6,0.745999992,0.745999992,1.927000046,1.205000043,"Sebastes","miniatus","Unknown","Unknown","Sebastes _ miniatus",NA,NA,NA,3,1,1,1,2,1,3,NA,1,NA,NA,1.5,2,1.80277563773199
"Aleutian Islands Blackspotted and Rougheye rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","Aleutian Islands",4,NA,NA,NA,NA,1.110999942,"Sebastes","melanostictus","Unknown","Unknown","Sebastes _ melanostictus",NA,NA,NA,3,1,1,1,2,1,3,1,1,NA,NA,1.5,2,1.80277563773199
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Green jobfish","",3,3,2.75,1.399999976,0.537,0.379999995,"Aprion","virescens","Unknown","Unknown","Aprion _ virescens",3,1,3,2,3,2,3,3,3,3,2,2,NA,3,2.71428571428571,2.25,1.28223736221545
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Black trevally","",3,3,2.75,1.399999976,0.537,0.379999995,"Caranx","lugubris","Unknown","Unknown","Caranx _ lugubris",3,NA,NA,2,2,2,3,3,3,3,2,2,NA,3,2.5,2.66666666666667,1.74005108481842
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Ruby snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Etelis","carbunculus","Unknown","Unknown","Etelis _ carbunculus",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Flame snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Etelis","coruscans","Unknown","Unknown","Etelis _ coruscans",3,NA,NA,2,2,1,1,2,2,3,2,2,NA,3,1.66666666666667,2.66666666666667,2.13437474581095
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Redgill emperor","",3,3,2.75,1.399999976,0.537,0.379999995,"Lethrinus","rubrioperculatus","Unknown","Unknown","Lethrinus _ rubrioperculatus",3,NA,NA,3,2,2,2,2,2,3,2,2,NA,3,2.16666666666667,2.66666666666667,1.86338998124982
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Bluestripe snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Lutjanus","kasmira","Unknown","Unknown","Lutjanus _ kasmira",3,1,3,3,2,2,2,2,2,3,2,2,NA,3,2.28571428571429,2.25,1.43968888362474
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Yelloweye snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","flavipinnis","Unknown","Unknown","Pristipomoides _ flavipinnis",3,NA,NA,3,3,3,3,3,3,3,2,2,NA,3,3,2.66666666666667,1.66666666666667
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Oblique-banded snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","zonatus","Unknown","Unknown","Pristipomoides _ zonatus",3,1,3,3,2,2,3,3,3,3,2,2,NA,3,2.71428571428571,2.25,1.28223736221545
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Pink snapper","",3,3,2.75,1.399999976,0.537,0.379999995,"Pristipomoides","filamentosus","Unknown","Unknown","Pristipomoides _ filamentosus",3,1,3,2,2,2,2,3,2,3,2,2,NA,3,2.28571428571429,2.25,1.43968888362474
"American Samoa Bottomfish Multi-species Complex","WPFMC","American Samoa Archipelago Ecosystem","PIFSC","Pacific Islands Ecosystem Complex","Lyretail grouper","",3,3,2.75,1.399999976,0.537,0.379999995,"Variola","louti","Unknown","Unknown","Variola _ louti",3,NA,NA,2,2,1,3,3,3,3,2,2,NA,3,2.33333333333333,2.66666666666667,1.7950549357115
"Atlantic Small Coastal Shark Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Atlantic sharpnose shark","",3,NA,0.25,0.25,2.349999905,1.690000057,"Rhizoprionodon","terraenovae","Unknown","Unknown","Rhizoprionodon _ terraenovae",NA,2,3,2,3,2,3,1,1,1,2,2,NA,NA,2.14285714285714,1.66666666666667,1.08588135723727
"Atlantic Small Coastal Shark Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Bonnethead shark","",3,NA,0.25,0.25,2.349999905,1.690000057,"Sphyrna","tiburo","Unknown","Unknown","Sphyrna _ tiburo",NA,2,3,2,2,1,2,1,1,1,2,2,NA,NA,1.71428571428571,1.66666666666667,1.44827679292815
"Atlantic Small Coastal Shark Complex","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","SEFSC","Atlantic Highly Migratory","Finetooth shark","",3,NA,0.25,0.25,2.349999905,1.690000057,"Carcharhinus","isodon","Unknown","Unknown","Carcharhinus _ isodon",NA,2,3,2,2,1,2,1,1,1,2,2,NA,NA,1.71428571428571,1.66666666666667,1.44827679292815
"Bering Sea / Aleutian Islands Blackspotted and Rougheye Rockfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Blackspotted rockfish","",NA,6,0.524999976,0.524999976,NA,1.090999961,"Sebastes","melanostictus","Unknown","Unknown","Sebastes _ melanostictus",0.5,NA,NA,3,1,1,1,2,1,3,NA,1,NA,1,1.5,1.66666666666667,1.64147630029935
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Butter sole","",NA,2,0.166999996,0.166999996,NA,NA,"Isopsetta","isolepis","Unknown","Unknown","Isopsetta _ isolepis",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.06155281280883
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Curlfin sole","",NA,2,0.166999996,0.166999996,NA,NA,"Pleuronichthys","decurrens","Unknown","Unknown","Pleuronichthys _ decurrens",NA,NA,NA,3,2,2,2,3,3,3,NA,3,NA,NA,2.5,3,2.06155281280883
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Deepsea sole","",NA,2,0.166999996,0.166999996,NA,NA,"Embassichthys","bathybius","Unknown","Unknown","Embassichthys _ bathybius",NA,NA,NA,3,2,1,2,3,2,3,NA,3,NA,NA,2.16666666666667,3,2.16666666666667
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Dover sole","",NA,2,0.166999996,0.166999996,NA,NA,"Microstomus","pacificus","Unknown","Unknown","Microstomus _ pacificus",NA,NA,NA,3,1,1,1,3,2,3,NA,3,NA,NA,1.83333333333333,3,2.31540733157497
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","English sole","",NA,2,0.166999996,0.166999996,NA,NA,"Parophrys","vetulus","Unknown","Unknown","Parophrys _ vetulus",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.33333333333333,3,2.10818510677892
"Bering Sea / Aleutian Islands Other Flatfish Complex","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Longhead dab","",NA,2,0.166999996,0.166999996,NA,NA,"Limanda","proboscidea","Unknown","Unknown","Limanda _ proboscidea",NA,NA,NA,3,2,2,2,3,2,3,NA,3,NA,NA,2.33333333333333,3,2.10818510677892
